,type-subtype,hour,lon_bin,lat_bin,count
54699,Jam-Unclassified,14:00,-87.75,41.96,38
54825,Jam-Unclassified,14:00,-87.69,41.92,38
54682,Jam-Unclassified,14:00,-87.76,41.96,35
55297,Jam-Unclassified,15:00,-87.66,41.89,73
55064,Jam-Unclassified,15:00,-87.79,41.98,72
55276,Jam-Unclassified,15:00,-87.67,41.9,43
55080,Jam-Unclassified,15:00,-87.77,41.97,42
55072,Jam-Unclassified,15:00,-87.78,41.97,39
55055,Jam-Unclassified,15:00,-87.8,41.98,38
55142,Jam-Unclassified,15:00,-87.73,41.82,38
55339,Jam-Unclassified,15:00,-87.64,41.84,37
55321,Jam-Unclassified,15:00,-87.65,41.87,36
55322,Jam-Unclassified,15:00,-87.65,41.88,36
55705,Jam-Unclassified,16:00,-87.66,41.89,66
55682,Jam-Unclassified,16:00,-87.67,41.9,65
55457,Jam-Unclassified,16:00,-87.79,41.98,54
55480,Jam-Unclassified,16:00,-87.77,41.97,53
55582,Jam-Unclassified,16:00,-87.71,41.93,46
55742,Jam-Unclassified,16:00,-87.64,41.83,43
55446,Jam-Unclassified,16:00,-87.8,41.98,42
55726,Jam-Unclassified,16:00,-87.65,41.88,42
55469,Jam-Unclassified,16:00,-87.78,41.97,39
55564,Jam-Unclassified,16:00,-87.72,41.94,39
56129,Jam-Unclassified,17:00,-87.66,41.89,78
56154,Jam-Unclassified,17:00,-87.65,41.88,66
55880,Jam-Unclassified,17:00,-87.79,41.98,52
55903,Jam-Unclassified,17:00,-87.77,41.97,51
55916,Jam-Unclassified,17:00,-87.76,41.96,50
56105,Jam-Unclassified,17:00,-87.67,41.9,50
55887,Jam-Unclassified,17:00,-87.78,41.97,45
56012,Jam-Unclassified,17:00,-87.71,41.93,45
56151,Jam-Unclassified,17:00,-87.65,41.85,45
56153,Jam-Unclassified,17:00,-87.65,41.87,43
56598,Jam-Unclassified,18:00,-87.65,41.88,68
56573,Jam-Unclassified,18:00,-87.66,41.89,60
56597,Jam-Unclassified,18:00,-87.65,41.87,57
56370,Jam-Unclassified,18:00,-87.75,41.96,54
56664,Jam-Unclassified,18:00,-87.62,41.87,54
56426,Jam-Unclassified,18:00,-87.72,41.94,51
56351,Jam-Unclassified,18:00,-87.76,41.96,50
56335,Jam-Unclassified,18:00,-87.77,41.97,49
56550,Jam-Unclassified,18:00,-87.67,41.9,49
56666,Jam-Unclassified,18:00,-87.62,41.89,46
57030,Jam-Unclassified,19:00,-87.67,41.9,91
57056,Jam-Unclassified,19:00,-87.66,41.89,89
57085,Jam-Unclassified,19:00,-87.65,41.87,74
57086,Jam-Unclassified,19:00,-87.65,41.88,70
56828,Jam-Unclassified,19:00,-87.75,41.96,61
56736,Jam-Unclassified,19:00,-87.82,41.98,55
57084,Jam-Unclassified,19:00,-87.65,41.86,53
56893,Jam-Unclassified,19:00,-87.72,41.94,52
57083,Jam-Unclassified,19:00,-87.65,41.85,52
57106,Jam-Unclassified,19:00,-87.64,41.84,52
57570,Jam-Unclassified,20:00,-87.66,41.89,102
57596,Jam-Unclassified,20:00,-87.65,41.87,83
57485,Jam-Unclassified,20:00,-87.69,41.92,70
57597,Jam-Unclassified,20:00,-87.65,41.88,70
57545,Jam-Unclassified,20:00,-87.67,41.9,66
57333,Jam-Unclassified,20:00,-87.75,41.96,62
57546,Jam-Unclassified,20:00,-87.67,41.91,59
57404,Jam-Unclassified,20:00,-87.72,41.94,58
57353,Jam-Unclassified,20:00,-87.74,41.95,48
57595,Jam-Unclassified,20:00,-87.65,41.86,47
58088,Jam-Unclassified,21:00,-87.66,41.89,100
58114,Jam-Unclassified,21:00,-87.65,41.87,100
58063,Jam-Unclassified,21:00,-87.67,41.9,81
57853,Jam-Unclassified,21:00,-87.75,41.96,69
58115,Jam-Unclassified,21:00,-87.65,41.88,66
57975,Jam-Unclassified,21:00,-87.7,41.93,58
57922,Jam-Unclassified,21:00,-87.72,41.94,56
58064,Jam-Unclassified,21:00,-87.67,41.91,54
58033,Jam-Unclassified,21:00,-87.68,41.92,50
58090,Jam-Unclassified,21:00,-87.66,41.91,49
58611,Jam-Unclassified,22:00,-87.66,41.89,92
58638,Jam-Unclassified,22:00,-87.65,41.87,91
58639,Jam-Unclassified,22:00,-87.65,41.88,77
58584,Jam-Unclassified,22:00,-87.67,41.91,67
58583,Jam-Unclassified,22:00,-87.67,41.9,62
58378,Jam-Unclassified,22:00,-87.75,41.96,54
58357,Jam-Unclassified,22:00,-87.76,41.96,53
58323,Jam-Unclassified,22:00,-87.78,41.97,50
58497,Jam-Unclassified,22:00,-87.7,41.93,48
58527,Jam-Unclassified,22:00,-87.69,41.92,47
59088,Jam-Unclassified,23:00,-87.66,41.89,71
59064,Jam-Unclassified,23:00,-87.67,41.91,55
59063,Jam-Unclassified,23:00,-87.67,41.9,51
59110,Jam-Unclassified,23:00,-87.65,41.87,51
58859,Jam-Unclassified,23:00,-87.76,41.96,49
59111,Jam-Unclassified,23:00,-87.65,41.88,49
58831,Jam-Unclassified,23:00,-87.78,41.97,46
58940,Jam-Unclassified,23:00,-87.72,41.94,46
59013,Jam-Unclassified,23:00,-87.69,41.92,42
58817,Jam-Unclassified,23:00,-87.79,41.98,40
59239,Road_closed-Construction,00:00,-87.68,41.99,1
59240,Road_closed-Construction,00:00,-87.66,41.9,1
59241,Road_closed-Construction,00:00,-87.64,41.83,1
59242,Road_closed-Construction,00:00,-87.64,41.84,1
59243,Road_closed-Construction,01:00,-87.66,41.9,1
59244,Road_closed-Construction,01:00,-87.66,41.94,1
59245,Road_closed-Construction,01:00,-87.65,41.94,1
59246,Road_closed-Construction,01:00,-87.65,41.97,1
59247,Road_closed-Construction,01:00,-87.64,41.92,1
59248,Road_closed-Construction,02:00,-87.74,41.95,1
59249,Road_closed-Construction,02:00,-87.64,41.83,1
59251,Road_closed-Construction,03:00,-87.65,41.88,3
59250,Road_closed-Construction,03:00,-87.66,41.94,1
59252,Road_closed-Construction,04:00,-87.66,41.85,1
59253,Road_closed-Construction,06:00,-87.66,41.9,1
59254,Road_closed-Construction,11:00,-87.75,41.96,1
59256,Road_closed-Construction,12:00,-87.73,41.97,2
59255,Road_closed-Construction,12:00,-87.74,41.96,1
59257,Road_closed-Construction,12:00,-87.72,41.98,1
59258,Road_closed-Construction,12:00,-87.71,41.93,1
59259,Road_closed-Construction,12:00,-87.69,41.96,1
59260,Road_closed-Construction,12:00,-87.66,41.9,1
59261,Road_closed-Construction,12:00,-87.65,41.91,1
59263,Road_closed-Construction,13:00,-87.77,41.94,2
59264,Road_closed-Construction,13:00,-87.74,41.97,2
59262,Road_closed-Construction,13:00,-87.78,41.96,1
59265,Road_closed-Construction,13:00,-87.66,41.98,1
59266,Road_closed-Construction,13:00,-87.64,41.87,1
59273,Road_closed-Construction,14:00,-87.68,41.98,2
59267,Road_closed-Construction,14:00,-87.79,41.94,1
59268,Road_closed-Construction,14:00,-87.75,41.96,1
59269,Road_closed-Construction,14:00,-87.74,41.94,1
59270,Road_closed-Construction,14:00,-87.71,41.98,1
59271,Road_closed-Construction,14:00,-87.69,41.88,1
59272,Road_closed-Construction,14:00,-87.68,41.94,1
59274,Road_closed-Construction,14:00,-87.68,41.99,1
59275,Road_closed-Construction,14:00,-87.68,42.0,1
59276,Road_closed-Construction,14:00,-87.66,41.85,1
59279,Road_closed-Construction,15:00,-87.68,41.99,1
59280,Road_closed-Construction,15:00,-87.68,42.01,1
59281,Road_closed-Construction,15:00,-87.65,41.88,1
59282,Road_closed-Construction,15:00,-87.64,41.85,1
59283,Road_closed-Construction,15:00,-87.64,41.87,1
59288,Road_closed-Construction,16:00,-87.67,41.94,2
59284,Road_closed-Construction,16:00,-87.74,41.94,1
59285,Road_closed-Construction,16:00,-87.7,41.96,1
59286,Road_closed-Construction,16:00,-87.7,41.99,1
59287,Road_closed-Construction,16:00,-87.68,42.01,1
59289,Road_closed-Construction,16:00,-87.66,41.98,1
59290,Road_closed-Construction,16:00,-87.61,41.67,1
59291,Road_closed-Construction,17:00,-87.67,41.95,1
59292,Road_closed-Construction,17:00,-87.66,41.85,1
59293,Road_closed-Construction,17:00,-87.64,41.88,1
59298,Road_closed-Construction,18:00,-87.66,41.9,2
59294,Road_closed-Construction,18:00,-87.7,42.0,1
59295,Road_closed-Construction,18:00,-87.68,42.01,1
59296,Road_closed-Construction,18:00,-87.67,41.88,1
59297,Road_closed-Construction,18:00,-87.66,41.89,1
59299,Road_closed-Construction,18:00,-87.65,41.88,1
59300,Road_closed-Construction,18:00,-87.64,41.92,1
59301,Road_closed-Construction,18:00,-87.58,41.74,1
59305,Road_closed-Construction,19:00,-87.7,41.96,2
59310,Road_closed-Construction,19:00,-87.65,41.88,2
59302,Road_closed-Construction,19:00,-87.76,41.94,1
59303,Road_closed-Construction,19:00,-87.75,41.96,1
59304,Road_closed-Construction,19:00,-87.73,41.89,1
59306,Road_closed-Construction,19:00,-87.68,41.88,1
59307,Road_closed-Construction,19:00,-87.67,41.92,1
59308,Road_closed-Construction,19:00,-87.66,41.88,1
59309,Road_closed-Construction,19:00,-87.66,41.94,1
59311,Road_closed-Construction,20:00,-87.75,41.96,2
59312,Road_closed-Construction,20:00,-87.74,41.97,1
59313,Road_closed-Construction,20:00,-87.71,41.99,1
59314,Road_closed-Construction,20:00,-87.7,41.96,1
59315,Road_closed-Construction,20:00,-87.67,41.88,1
59316,Road_closed-Construction,20:00,-87.67,41.94,1
59317,Road_closed-Construction,20:00,-87.66,41.9,1
59318,Road_closed-Construction,20:00,-87.64,41.87,1
59319,Road_closed-Construction,20:00,-87.62,41.88,1
59329,Road_closed-Construction,21:00,-87.65,41.88,4
59321,Road_closed-Construction,21:00,-87.75,41.96,3
59328,Road_closed-Construction,21:00,-87.66,41.9,3
59330,Road_closed-Construction,21:00,-87.64,41.83,2
59320,Road_closed-Construction,21:00,-87.76,41.96,1
59322,Road_closed-Construction,21:00,-87.71,41.93,1
59323,Road_closed-Construction,21:00,-87.69,41.88,1
59324,Road_closed-Construction,21:00,-87.69,41.96,1
59325,Road_closed-Construction,21:00,-87.68,41.76,1
59326,Road_closed-Construction,21:00,-87.67,41.98,1
59333,Road_closed-Construction,22:00,-87.71,41.91,1
59334,Road_closed-Construction,22:00,-87.7,41.96,1
59335,Road_closed-Construction,22:00,-87.65,41.88,1
59336,Road_closed-Construction,22:00,-87.63,41.87,1
59337,Road_closed-Construction,22:00,-87.58,41.67,1
59339,Road_closed-Construction,23:00,-87.69,41.88,2
59343,Road_closed-Construction,23:00,-87.66,41.9,2
59344,Road_closed-Construction,23:00,-87.65,41.88,2
59338,Road_closed-Construction,23:00,-87.75,41.94,1
59340,Road_closed-Construction,23:00,-87.69,42.0,1
59341,Road_closed-Construction,23:00,-87.68,41.76,1
59342,Road_closed-Construction,23:00,-87.68,41.88,1
59345,Road_closed-Construction,23:00,-87.59,41.81,1
59346,Road_closed-Event,00:00,-87.75,41.96,654
59353,Road_closed-Event,00:00,-87.65,41.88,438
59369,Road_closed-Event,00:00,-87.6,41.69,218
59357,Road_closed-Event,00:00,-87.64,41.83,216
59356,Road_closed-Event,00:00,-87.64,41.71,215
59352,Road_closed-Event,00:00,-87.66,41.98,18
59364,Road_closed-Event,00:00,-87.63,41.87,6
59354,Road_closed-Event,00:00,-87.65,41.94,5
59358,Road_closed-Event,00:00,-87.64,41.88,5
59360,Road_closed-Event,00:00,-87.64,41.92,5
59371,Road_closed-Event,01:00,-87.75,41.96,642
59391,Road_closed-Event,01:00,-87.65,41.88,435
59396,Road_closed-Event,01:00,-87.64,41.71,214
59415,Road_closed-Event,01:00,-87.6,41.69,214
59397,Road_closed-Event,01:00,-87.64,41.83,213
59409,Road_closed-Event,01:00,-87.63,41.88,52
59408,Road_closed-Event,01:00,-87.63,41.87,51
59399,Road_closed-Event,01:00,-87.64,41.87,27
59374,Road_closed-Event,01:00,-87.69,41.69,26
59400,Road_closed-Event,01:00,-87.64,41.88,26
59418,Road_closed-Event,02:00,-87.75,41.96,580
59433,Road_closed-Event,02:00,-87.65,41.88,396
59461,Road_closed-Event,02:00,-87.6,41.69,195
59440,Road_closed-Event,02:00,-87.64,41.83,192
59439,Road_closed-Event,02:00,-87.64,41.71,190
59431,Road_closed-Event,02:00,-87.65,41.86,50
59417,Road_closed-Event,02:00,-87.8,41.99,19
59443,Road_closed-Event,02:00,-87.64,41.92,19
59429,Road_closed-Event,02:00,-87.66,41.98,16
59451,Road_closed-Event,02:00,-87.63,41.91,15
59467,Road_closed-Event,03:00,-87.75,41.96,564
59485,Road_closed-Event,03:00,-87.65,41.88,371
59491,Road_closed-Event,03:00,-87.64,41.71,191
59492,Road_closed-Event,03:00,-87.64,41.83,188
59508,Road_closed-Event,03:00,-87.6,41.69,186
59487,Road_closed-Event,03:00,-87.65,41.93,50
59488,Road_closed-Event,03:00,-87.65,41.94,44
59480,Road_closed-Event,03:00,-87.66,41.95,18
59497,Road_closed-Event,03:00,-87.64,41.93,17
59489,Road_closed-Event,03:00,-87.65,41.95,14
59510,Road_closed-Event,04:00,-87.75,41.96,657
59526,Road_closed-Event,04:00,-87.65,41.88,444
59530,Road_closed-Event,04:00,-87.64,41.71,220
59531,Road_closed-Event,04:00,-87.64,41.83,219
59547,Road_closed-Event,04:00,-87.6,41.69,219
59520,Road_closed-Event,04:00,-87.66,41.96,19
59516,Road_closed-Event,04:00,-87.67,41.96,17
59525,Road_closed-Event,04:00,-87.65,41.87,12
59544,Road_closed-Event,04:00,-87.62,41.86,11
59533,Road_closed-Event,04:00,-87.64,41.92,10
59551,Road_closed-Event,05:00,-87.75,41.96,660
59557,Road_closed-Event,05:00,-87.65,41.88,443
59561,Road_closed-Event,05:00,-87.64,41.71,220
59562,Road_closed-Event,05:00,-87.64,41.83,220
59575,Road_closed-Event,05:00,-87.6,41.69,220
59569,Road_closed-Event,05:00,-87.63,41.88,20
59566,Road_closed-Event,05:00,-87.64,41.93,10
59565,Road_closed-Event,05:00,-87.64,41.92,9
59568,Road_closed-Event,05:00,-87.63,41.87,6
59570,Road_closed-Event,05:00,-87.63,41.91,6
59577,Road_closed-Event,06:00,-87.75,41.96,590
59583,Road_closed-Event,06:00,-87.65,41.88,402
59596,Road_closed-Event,06:00,-87.6,41.69,199
59586,Road_closed-Event,06:00,-87.64,41.83,198
59585,Road_closed-Event,06:00,-87.64,41.71,194
59579,Road_closed-Event,06:00,-87.66,41.89,4
59582,Road_closed-Event,06:00,-87.65,41.87,4
59588,Road_closed-Event,06:00,-87.64,41.92,4
59589,Road_closed-Event,06:00,-87.64,41.93,3
59580,Road_closed-Event,06:00,-87.66,41.9,2
59599,Road_closed-Event,07:00,-87.75,41.96,557
59604,Road_closed-Event,07:00,-87.65,41.88,358
59605,Road_closed-Event,07:00,-87.64,41.71,188
59606,Road_closed-Event,07:00,-87.64,41.83,187
59611,Road_closed-Event,07:00,-87.6,41.69,185
59601,Road_closed-Event,07:00,-87.68,41.88,25
59602,Road_closed-Event,07:00,-87.67,41.88,11
59603,Road_closed-Event,07:00,-87.66,41.89,2
59609,Road_closed-Event,07:00,-87.63,41.76,2
59597,Road_closed-Event,07:00,-87.83,41.98,1
59612,Road_closed-Event,08:00,-87.75,41.96,657
59616,Road_closed-Event,08:00,-87.65,41.88,438
59619,Road_closed-Event,08:00,-87.64,41.71,219
59620,Road_closed-Event,08:00,-87.64,41.83,219
59625,Road_closed-Event,08:00,-87.6,41.69,219
59613,Road_closed-Event,08:00,-87.68,41.88,4
59615,Road_closed-Event,08:00,-87.66,41.98,2
59618,Road_closed-Event,08:00,-87.65,41.97,2
59622,Road_closed-Event,08:00,-87.64,41.92,2
59623,Road_closed-Event,08:00,-87.63,41.74,2
59627,Road_closed-Event,09:00,-87.75,41.96,654
59628,Road_closed-Event,09:00,-87.65,41.88,436
59629,Road_closed-Event,09:00,-87.64,41.71,218
59630,Road_closed-Event,09:00,-87.64,41.83,218
59634,Road_closed-Event,09:00,-87.6,41.69,218
59631,Road_closed-Event,09:00,-87.64,41.92,2
59632,Road_closed-Event,09:00,-87.63,41.74,2
59633,Road_closed-Event,09:00,-87.63,41.91,1
59636,Road_closed-Event,10:00,-87.75,41.96,579
59637,Road_closed-Event,10:00,-87.65,41.88,388
59645,Road_closed-Event,10:00,-87.6,41.69,192
59639,Road_closed-Event,10:00,-87.64,41.83,191
59638,Road_closed-Event,10:00,-87.64,41.71,190
59641,Road_closed-Event,10:00,-87.63,41.87,4
59640,Road_closed-Event,10:00,-87.64,41.92,2
59642,Road_closed-Event,10:00,-87.63,41.91,2
59635,Road_closed-Event,10:00,-87.75,41.94,1
59643,Road_closed-Event,10:00,-87.62,41.86,1
59648,Road_closed-Event,11:00,-87.75,41.96,556
59653,Road_closed-Event,11:00,-87.65,41.88,368
59656,Road_closed-Event,11:00,-87.64,41.71,189
59657,Road_closed-Event,11:00,-87.64,41.83,186
59669,Road_closed-Event,11:00,-87.6,41.69,184
59664,Road_closed-Event,11:00,-87.63,41.87,10
59651,Road_closed-Event,11:00,-87.66,41.97,6
59650,Road_closed-Event,11:00,-87.67,41.83,2
59655,Road_closed-Event,11:00,-87.65,41.96,2
59659,Road_closed-Event,11:00,-87.64,41.92,2
59672,Road_closed-Event,12:00,-87.75,41.96,645
59688,Road_closed-Event,12:00,-87.65,41.88,430
59703,Road_closed-Event,12:00,-87.6,41.69,216
59690,Road_closed-Event,12:00,-87.64,41.71,215
59691,Road_closed-Event,12:00,-87.64,41.83,215
59678,Road_closed-Event,12:00,-87.68,41.88,52
59677,Road_closed-Event,12:00,-87.68,41.87,37
59699,Road_closed-Event,12:00,-87.63,41.87,18
59676,Road_closed-Event,12:00,-87.68,41.86,4
59686,Road_closed-Event,12:00,-87.66,41.98,3
59704,Road_closed-Event,13:00,-87.75,41.96,653
59721,Road_closed-Event,13:00,-87.65,41.88,434
59743,Road_closed-Event,13:00,-87.6,41.69,219
59725,Road_closed-Event,13:00,-87.64,41.71,218
59726,Road_closed-Event,13:00,-87.64,41.83,217
59733,Road_closed-Event,13:00,-87.63,41.87,29
59708,Road_closed-Event,13:00,-87.7,41.85,10
59720,Road_closed-Event,13:00,-87.66,41.97,6
59732,Road_closed-Event,13:00,-87.63,41.86,6
59735,Road_closed-Event,13:00,-87.63,41.89,6
59746,Road_closed-Event,14:00,-87.75,41.96,590
59768,Road_closed-Event,14:00,-87.65,41.88,399
59787,Road_closed-Event,14:00,-87.6,41.69,199
59771,Road_closed-Event,14:00,-87.64,41.71,193
59772,Road_closed-Event,14:00,-87.64,41.83,192
59758,Road_closed-Event,14:00,-87.68,41.88,35
59779,Road_closed-Event,14:00,-87.63,41.87,16
59784,Road_closed-Event,14:00,-87.62,41.88,9
59761,Road_closed-Event,14:00,-87.67,41.88,7
59786,Road_closed-Event,14:00,-87.61,41.76,6
59792,Road_closed-Event,15:00,-87.75,41.96,568
59812,Road_closed-Event,15:00,-87.65,41.88,376
59815,Road_closed-Event,15:00,-87.64,41.71,194
59816,Road_closed-Event,15:00,-87.64,41.83,191
59831,Road_closed-Event,15:00,-87.6,41.69,190
59823,Road_closed-Event,15:00,-87.63,41.87,10
59808,Road_closed-Event,15:00,-87.66,41.94,6
59829,Road_closed-Event,15:00,-87.62,41.88,6
59794,Road_closed-Event,15:00,-87.74,41.85,4
59809,Road_closed-Event,15:00,-87.66,41.97,4
59834,Road_closed-Event,16:00,-87.75,41.96,665
59846,Road_closed-Event,16:00,-87.65,41.88,443
59851,Road_closed-Event,16:00,-87.64,41.83,288
59849,Road_closed-Event,16:00,-87.64,41.71,223
59866,Road_closed-Event,16:00,-87.6,41.69,223
59857,Road_closed-Event,16:00,-87.63,41.87,21
59850,Road_closed-Event,16:00,-87.64,41.82,18
59858,Road_closed-Event,16:00,-87.63,41.88,5
59844,Road_closed-Event,16:00,-87.65,41.82,4
59856,Road_closed-Event,16:00,-87.63,41.86,4
59874,Road_closed-Event,17:00,-87.75,41.96,664
59894,Road_closed-Event,17:00,-87.65,41.88,443
59895,Road_closed-Event,17:00,-87.64,41.71,222
59914,Road_closed-Event,17:00,-87.6,41.69,222
59896,Road_closed-Event,17:00,-87.64,41.83,220
59903,Road_closed-Event,17:00,-87.63,41.87,32
59881,Road_closed-Event,17:00,-87.69,41.69,26
59904,Road_closed-Event,17:00,-87.63,41.88,19
59872,Road_closed-Event,17:00,-87.79,41.79,18
59910,Road_closed-Event,17:00,-87.62,41.88,16
59917,Road_closed-Event,18:00,-87.75,41.96,601
59924,Road_closed-Event,18:00,-87.65,41.88,410
59943,Road_closed-Event,18:00,-87.6,41.69,202
59928,Road_closed-Event,18:00,-87.64,41.83,198
59925,Road_closed-Event,18:00,-87.64,41.71,197
59935,Road_closed-Event,18:00,-87.63,41.87,16
59941,Road_closed-Event,18:00,-87.62,41.88,7
59934,Road_closed-Event,18:00,-87.63,41.86,5
59942,Road_closed-Event,18:00,-87.62,41.89,5
59938,Road_closed-Event,18:00,-87.62,41.79,4
59947,Road_closed-Event,19:00,-87.75,41.96,586
59962,Road_closed-Event,19:00,-87.65,41.88,375
59965,Road_closed-Event,19:00,-87.64,41.83,267
59963,Road_closed-Event,19:00,-87.64,41.71,202
59983,Road_closed-Event,19:00,-87.6,41.69,199
59972,Road_closed-Event,19:00,-87.63,41.87,41
59958,Road_closed-Event,19:00,-87.66,41.85,21
59964,Road_closed-Event,19:00,-87.64,41.82,18
59974,Road_closed-Event,19:00,-87.63,41.9,8
59957,Road_closed-Event,19:00,-87.67,41.85,7
59984,Road_closed-Event,20:00,-87.75,41.96,693
60001,Road_closed-Event,20:00,-87.65,41.88,461
60022,Road_closed-Event,20:00,-87.6,41.69,236
60004,Road_closed-Event,20:00,-87.64,41.71,229
60005,Road_closed-Event,20:00,-87.64,41.83,224
60011,Road_closed-Event,20:00,-87.63,41.87,12
59988,Road_closed-Event,20:00,-87.7,41.89,8
60017,Road_closed-Event,20:00,-87.62,41.88,7
59997,Road_closed-Event,20:00,-87.66,41.98,6
60010,Road_closed-Event,20:00,-87.63,41.86,5
60024,Road_closed-Event,21:00,-87.75,41.96,681
60039,Road_closed-Event,21:00,-87.65,41.88,451
60051,Road_closed-Event,21:00,-87.6,41.69,229
60042,Road_closed-Event,21:00,-87.64,41.71,227
60043,Road_closed-Event,21:00,-87.64,41.83,226
60046,Road_closed-Event,21:00,-87.63,41.87,42
60026,Road_closed-Event,21:00,-87.67,41.86,10
60045,Road_closed-Event,21:00,-87.63,41.86,8
60033,Road_closed-Event,21:00,-87.66,41.96,4
60050,Road_closed-Event,21:00,-87.62,41.87,4
60054,Road_closed-Event,22:00,-87.75,41.96,579
60064,Road_closed-Event,22:00,-87.65,41.88,391
60083,Road_closed-Event,22:00,-87.6,41.69,194
60068,Road_closed-Event,22:00,-87.64,41.83,191
60067,Road_closed-Event,22:00,-87.64,41.71,190
60073,Road_closed-Event,22:00,-87.63,41.87,17
60066,Road_closed-Event,22:00,-87.65,41.95,7
60065,Road_closed-Event,22:00,-87.65,41.94,6
60072,Road_closed-Event,22:00,-87.63,41.86,4
60071,Road_closed-Event,22:00,-87.64,41.94,3
60086,Road_closed-Event,23:00,-87.75,41.96,562
60095,Road_closed-Event,23:00,-87.65,41.88,368
60098,Road_closed-Event,23:00,-87.64,41.71,191
60099,Road_closed-Event,23:00,-87.64,41.83,184
60110,Road_closed-Event,23:00,-87.6,41.69,183
60105,Road_closed-Event,23:00,-87.63,41.87,11
60093,Road_closed-Event,23:00,-87.66,41.98,4
60104,Road_closed-Event,23:00,-87.63,41.86,4
60096,Road_closed-Event,23:00,-87.65,41.94,3
60109,Road_closed-Event,23:00,-87.62,41.88,3
60111,Road_closed-Hazard,00:00,-87.73,41.98,1
60112,Road_closed-Hazard,00:00,-87.64,41.83,1
60113,Road_closed-Hazard,01:00,-87.75,41.98,1
60114,Road_closed-Hazard,03:00,-87.65,41.88,1
60115,Road_closed-Hazard,04:00,-87.68,41.83,1
60116,Road_closed-Hazard,12:00,-87.66,41.99,1
60117,Road_closed-Hazard,13:00,-87.73,41.97,1
60118,Road_closed-Hazard,14:00,-87.63,41.88,1
60119,Road_closed-Hazard,15:00,-87.68,41.76,1
60121,Road_closed-Hazard,21:00,-87.67,41.98,2
60120,Road_closed-Hazard,21:00,-87.67,41.92,1
60122,Road_closed-Hazard,22:00,-87.71,41.76,1
60214,Road_closed-Unclassified,00:00,-87.65,41.88,46
60203,Road_closed-Unclassified,00:00,-87.66,41.9,34
60206,Road_closed-Unclassified,00:00,-87.66,41.94,30
60221,Road_closed-Unclassified,00:00,-87.64,41.83,16
60235,Road_closed-Unclassified,00:00,-87.63,41.87,16
60171,Road_closed-Unclassified,00:00,-87.69,41.88,15
60246,Road_closed-Unclassified,00:00,-87.62,41.88,15
60236,Road_closed-Unclassified,00:00,-87.63,41.88,13
60237,Road_closed-Unclassified,00:00,-87.63,41.89,13
60226,Road_closed-Unclassified,00:00,-87.64,41.89,11
60322,Road_closed-Unclassified,01:00,-87.65,41.88,49
60310,Road_closed-Unclassified,01:00,-87.66,41.9,24
60314,Road_closed-Unclassified,01:00,-87.66,41.94,19
60345,Road_closed-Unclassified,01:00,-87.63,41.89,15
60300,Road_closed-Unclassified,01:00,-87.67,41.88,14
60331,Road_closed-Unclassified,01:00,-87.64,41.83,14
60343,Road_closed-Unclassified,01:00,-87.63,41.87,14
60334,Road_closed-Unclassified,01:00,-87.64,41.89,12
60286,Road_closed-Unclassified,01:00,-87.69,41.88,11
60332,Road_closed-Unclassified,01:00,-87.64,41.87,11
60433,Road_closed-Unclassified,02:00,-87.65,41.88,33
60419,Road_closed-Unclassified,02:00,-87.66,41.94,18
60453,Road_closed-Unclassified,02:00,-87.63,41.87,13
60454,Road_closed-Unclassified,02:00,-87.63,41.88,12
60424,Road_closed-Unclassified,02:00,-87.65,41.71,11
60417,Road_closed-Unclassified,02:00,-87.66,41.9,10
60462,Road_closed-Unclassified,02:00,-87.62,41.87,10
60394,Road_closed-Unclassified,02:00,-87.68,41.87,9
60395,Road_closed-Unclassified,02:00,-87.68,41.88,8
60423,Road_closed-Unclassified,02:00,-87.66,41.98,7
60535,Road_closed-Unclassified,03:00,-87.65,41.88,48
60555,Road_closed-Unclassified,03:00,-87.63,41.88,15
60528,Road_closed-Unclassified,03:00,-87.66,41.9,10
60529,Road_closed-Unclassified,03:00,-87.66,41.94,10
60515,Road_closed-Unclassified,03:00,-87.67,41.87,9
60554,Road_closed-Unclassified,03:00,-87.63,41.87,9
60516,Road_closed-Unclassified,03:00,-87.67,41.88,8
60508,Road_closed-Unclassified,03:00,-87.68,41.9,6
60533,Road_closed-Unclassified,03:00,-87.65,41.71,6
60507,Road_closed-Unclassified,03:00,-87.68,41.88,5
60618,Road_closed-Unclassified,04:00,-87.65,41.88,35
60609,Road_closed-Unclassified,04:00,-87.66,41.9,11
60590,Road_closed-Unclassified,04:00,-87.68,41.87,8
60617,Road_closed-Unclassified,04:00,-87.65,41.87,7
60631,Road_closed-Unclassified,04:00,-87.64,41.93,7
60572,Road_closed-Unclassified,04:00,-87.74,41.95,6
60582,Road_closed-Unclassified,04:00,-87.7,41.96,6
60591,Road_closed-Unclassified,04:00,-87.68,41.88,6
60598,Road_closed-Unclassified,04:00,-87.67,41.88,6
60635,Road_closed-Unclassified,04:00,-87.63,41.87,6
60688,Road_closed-Unclassified,05:00,-87.65,41.88,20
60687,Road_closed-Unclassified,05:00,-87.65,41.87,11
60669,Road_closed-Unclassified,05:00,-87.68,41.9,9
60695,Road_closed-Unclassified,05:00,-87.64,41.89,9
60667,Road_closed-Unclassified,05:00,-87.68,41.87,7
60672,Road_closed-Unclassified,05:00,-87.67,41.88,5
60665,Road_closed-Unclassified,05:00,-87.69,41.87,4
60671,Road_closed-Unclassified,05:00,-87.67,41.87,4
